identifier,recipe_en,recipe_zh,production_en,production_zh,use_en,use_zh,hazard_en,hazard_zh
OMNI_PT_CN,RG + NEUT >=1700 K -> CN; CN life=0 -> MERC + finite PHOT; CN + NEUT >=1700 K -> NH.,𬬭 + 1700 K 及以上中子 -> 鿔；鿔寿命归零 -> 汞 + 有限光子；鿔 + 1700 K 及以上中子 -> 鿭。,Place directly for a 120 to 220 tick timer synthesize it from energetic roentgenium capture or continue to nihonium.,直接放置可获得 120 至 220 刻计时、由𬬭俘获高能中子合成，或继续合成为鿭。,Volatile phase mercury comparison final transition-series synthesis decay heat and shielding experiments.,易挥发相、汞对比、过渡系末段合成、衰变热和屏蔽实验。,Extreme radioactivity photons low-temperature vapour acids oxidation and energetic neutrons require shielding.,极强放射性、光子、低温蒸气、酸液、氧化和高能中子需要屏蔽。
OMNI_PT_HCLA,CHLR + H2 above 450 K -> HCLA; HCLA + hydroxide -> WATR + salt; HCLA + reactive metal -> H2 + salt.,氯气 + 氢气在 450 K 以上 -> 盐酸；盐酸 + 氢氧化物 -> 水 + 盐；盐酸 + 活泼金属 -> 氢气 + 盐。,Place directly or heat adjacent chlorine and hydrogen in the chemistry module.,可直接放置，或在化学模块中加热相邻氯气和氢气制得。,Chloride neutralisation corrosion hydrogen release and carbonate gas tests.,氯化物中和、腐蚀、制氢和碳酸盐放气实验。,Corrosive acid caustic vapour and hydrogen require ventilation and separation.,腐蚀性酸、苛性蒸气和氢气需要通风与隔离。
OMNI_PT_SULA,SODI + PERO -> SULA + WATR; hot SULA + COPR -> CUSF + SODI.,二氧化硫 + 过氧化氢 -> 硫酸 + 水；高温硫酸 + 铜 -> 硫酸铜 + 二氧化硫。,Place directly or oxidise sulfur dioxide with peroxide under the bounded local network.,可直接放置，或在有界局部反应中用过氧化氢氧化二氧化硫制得。,Sulfur oxide cycling copper sulfate production and strong-acid neutralisation.,硫氧化物循环、硫酸铜生产和强酸中和实验。,Hot corrosive acid toxic sulfur dioxide and peroxide require sealed handling.,高温腐蚀性酸、有毒二氧化硫和过氧化氢需要密闭处理。
OMNI_PT_NITA,NODI + PERO -> NITA + WATR; NITA + KOH -> WATR + KNIT; NITA + metal -> NODI + salt.,二氧化氮 + 过氧化氢 -> 硝酸 + 水；硝酸 + 氢氧化钾 -> 水 + 硝酸钾；硝酸 + 金属 -> 二氧化氮 + 盐。,Place directly or oxidise nitrogen dioxide with peroxide.,可直接放置，或用过氧化氢氧化二氧化氮制得。,Oxidising acid nitrate formation metal attack and nitrogen oxide recovery.,氧化性酸、硝酸盐形成、金属腐蚀和氮氧化物回收实验。,Corrosive oxidiser and toxic nitrogen dioxide must be isolated from fuels and biology.,腐蚀性氧化剂和有毒二氧化氮必须与燃料及生物材料隔离。
OMNI_PT_PHOA,PHOA + AMON -> FERT + WATR; PHOA + hydroxide -> WATR + salt.,磷酸 + 氨气 -> 肥料 + 水；磷酸 + 氢氧化物 -> 水 + 盐。,Place directly for immediate fertilizer and mild-acid chemistry experiments.,可直接放置并立即进行肥料和温和酸化学实验。,Fertilizer production phosphate proxy chemistry and neutralisation comparison.,肥料生产、磷酸盐代理化学和中和强度对比实验。,Corrosive liquid and toxic ammonia require controlled local samples.,腐蚀性液体和有毒氨气需要受控的小规模样本。
OMNI_PT_HYFA,HYFA + GLAS or QRTZ or PQRT -> CAUS + DUST; HYFA + hydroxide -> WATR + salt.,氢氟酸 + 玻璃或石英或石英粉 -> 腐蚀性蒸气 + 尘埃；氢氟酸 + 氢氧化物 -> 水 + 盐。,Place directly because the first batch intentionally leaves industrial fluoride production for later.,可直接放置；第一批有意把工业含氟生产路径留待后续。,Glass etching quartz breakdown non-glass containment and acid neutralisation.,玻璃蚀刻、石英分解、非玻璃封存和酸碱中和实验。,Severe corrosion and caustic vapour make ordinary glass containment unsafe.,强腐蚀和苛性蒸气使普通玻璃容器不安全。
OMNI_PT_NAOH,NAOH + CO2 -> NABC + WATR; warm NAOH + ALUM -> SALT + H2; acid + NAOH -> WATR + salt.,氢氧化钠 + 二氧化碳 -> 碳酸氢钠 + 水；温热氢氧化钠 + 铝 -> 盐 + 氢气；酸 + 氢氧化钠 -> 水 + 盐。,Place directly while a precise sodium-industrial production route remains documented future work.,可直接放置；精确钠工业生产路径已记录为后续工作。,Strong-base neutralisation carbon capture bicarbonate production and amphoteric aluminium chemistry.,强碱中和、碳捕集、碳酸氢钠生产和铝的两性化学实验。,Caustic powder hydrogen release and molten heat require eye and ignition control.,苛性粉末、氢气释放和熔融热需要防护并控制火源。
OMNI_PT_KOH,NITA + KOH -> KNIT + WATR; warm KOH + ALUM -> SALT + H2; other acid + KOH -> WATR + salt.,硝酸 + 氢氧化钾 -> 硝酸钾 + 水；温热氢氧化钾 + 铝 -> 盐 + 氢气；其他酸 + 氢氧化钾 -> 水 + 盐。,Place directly while a precise potassium-industrial production route remains documented future work.,可直接放置；精确钾工业生产路径已记录为后续工作。,Strong-base neutralisation nitrate formation and amphoteric aluminium chemistry.,强碱中和、硝酸盐形成和铝的两性化学实验。,Caustic powder hydrogen and oxidising nitrate products require separation from ignition.,苛性粉末、氢气和氧化性硝酸盐产物必须与火源隔离。
OMNI_PT_CAOH,CAOX + WATR -> two CAOH with heat; CAOH + CO2 -> CACO + WATR; hot CAOH -> CAOX + WTRV.,氧化钙 + 水 -> 两份放热氢氧化钙；氢氧化钙 + 二氧化碳 -> 碳酸钙 + 水；高温氢氧化钙 -> 氧化钙 + 水蒸气。,Place directly or hydrate calcium oxide under the shared local event budget.,可直接放置，或在共享局部事件预算下水合氧化钙制得。,Lime cycle carbon capture neutralisation and construction chemistry.,石灰循环、碳捕集、中和和建筑化学实验。,Caustic dust exothermic hydration and hot steam require distance and cooling.,苛性粉尘、放热水合和高温蒸气需要保持距离并冷却。
OMNI_PT_KNIT,NITA + KOH -> KNIT + WATR; hot KNIT + generic carbonaceous material -> finite FIRE + CO2.,硝酸 + 氢氧化钾 -> 硝酸钾 + 水；高温硝酸钾 + 通用含碳材料 -> 有限火焰 + 二氧化碳。,Place directly or neutralise nitric acid with potassium hydroxide in the game model.,可直接放置，或在游戏模型中用氢氧化钾中和硝酸制得。,Oxidiser behavior bounded combustion fertilizer proxy and molten-salt experiments.,氧化剂行为、有界燃烧、肥料代理和熔盐实验。,Hot oxidiser contact can ignite generic carbonaceous material; no real recipe ratios are provided.,高温氧化剂接触会点燃通用含碳材料；图鉴不提供现实配比。
OMNI_PT_CUSF,hot SULA + COPR -> CUSF + SODI; CUSF + IRON at moderate temperature -> COPR + SALT.,高温硫酸 + 铜 -> 硫酸铜 + 二氧化硫；中温硫酸铜 + 铁 -> 铜 + 盐。,Place directly or react hot sulfuric acid with copper.,可直接放置，或让高温硫酸与铜反应制得。,Blue-salt crystal proxy iron displacement copper recovery and pollution experiments.,蓝色盐晶体代理、铁置换、铜回收和污染实验。,Toxic salt hot acid and sulfur dioxide require sealed handling away from biology.,有毒盐、高温酸和二氧化硫需要密闭处理并远离生物材料。
OMNI_PT_CACO,CAOH + CO2 -> CACO + WATR; CACO above 1100 K -> CAOX + CO2; acid + CACO -> WATR + SALT + CO2.,氢氧化钙 + 二氧化碳 -> 碳酸钙 + 水；碳酸钙在 1100 K 以上 -> 氧化钙 + 二氧化碳；酸 + 碳酸钙 -> 水 + 盐 + 二氧化碳。,Place directly or carbonate calcium hydroxide.,可直接放置，或碳酸化氢氧化钙制得。,Limestone calcination acid testing carbon storage and lime production.,石灰石煅烧、酸性测试、碳储存和石灰生产实验。,Strong heat or acid releases carbon dioxide and can spread hot powder.,强热或酸会释放二氧化碳并可能散播高温粉末。
OMNI_PT_NABC,NAOH + CO2 -> NABC + WATR; acid + NABC -> WATR + SALT + CO2; NABC above 430 K -> SALT + CO2.,氢氧化钠 + 二氧化碳 -> 碳酸氢钠 + 水；酸 + 碳酸氢钠 -> 水 + 盐 + 二氧化碳；碳酸氢钠在 430 K 以上 -> 盐 + 二氧化碳。,Place directly or carbonate sodium hydroxide.,可直接放置，或碳酸化氢氧化钠制得。,Mild-base neutralisation carbon dioxide generation and thermal decomposition.,温和碱中和、二氧化碳产生和热分解实验。,Acid or heat releases gas and may disturb nearby powders.,酸或热会释放气体并可能扰动邻近粉末。
OMNI_PT_COMO,COMO + O2 at 600 K or above -> CO2 + finite FIRE.,一氧化碳 + 600 K 及以上氧气 -> 二氧化碳 + 有限火焰。,Place directly while incomplete-combustion production remains a documented follow-up.,可直接放置；不完全燃烧生产路径仍是已记录的后续工作。,Toxic gas transport reducing atmospheres combustion and pollution experiments.,有毒气体输运、还原气氛、燃烧和污染实验。,Invisible toxic gas and hot oxygen flame require sealed ventilation.,不可见有毒气体和高温氧气火焰需要密闭通风。
OMNI_PT_SODI,hot SULA + COPR -> SODI + CUSF; SODI + PERO from 285 to 500 K -> SULA + WATR.,高温硫酸 + 铜 -> 二氧化硫 + 硫酸铜；二氧化硫 + 285 至 500 K 过氧化氢 -> 硫酸 + 水。,Place directly or generate it during hot sulfuric-acid copper chemistry.,可直接放置，或在高温硫酸与铜的化学反应中产生。,Acidic gas pollution sulfur cycling peroxide scrubbing and acid recovery.,酸性气体污染、硫循环、过氧化氢洗涤和酸回收实验。,Toxic diffusing gas hot acid and peroxide require sealed local handling.,有毒扩散气体、高温酸和过氧化氢需要密闭局部处理。
OMNI_PT_NODI,NITA + metal -> NODI + salt; NODI + PERO from 285 to 500 K -> NITA + WATR.,硝酸 + 金属 -> 二氧化氮 + 盐；二氧化氮 + 285 至 500 K 过氧化氢 -> 硝酸 + 水。,Place directly or generate it during nitric-acid metal attack.,可直接放置，或在硝酸腐蚀金属时产生。,Oxidising gas pollution nitrogen cycling peroxide scrubbing and acid recovery.,氧化性气体污染、氮循环、过氧化氢洗涤和酸回收实验。,Toxic oxidising plume acid and peroxide must be isolated from fuels and biology.,有毒氧化性烟羽、酸和过氧化氢必须与燃料及生物材料隔离。
OMNI_PT_CAOX,CACO above 1100 K -> CAOX + CO2; CAOH above 780 K -> CAOX + WTRV; CAOX + WATR -> two CAOH with heat.,碳酸钙在 1100 K 以上 -> 氧化钙 + 二氧化碳；氢氧化钙在 780 K 以上 -> 氧化钙 + 水蒸气；氧化钙 + 水 -> 两份放热氢氧化钙。,Place directly or calcine calcium carbonate or calcium hydroxide.,可直接放置，或煅烧碳酸钙或氢氧化钙制得。,Lime hydration refractory material construction chemistry and carbon-cycle experiments.,石灰水合、耐火材料、建筑化学和碳循环实验。,Caustic dust exothermic water contact steam and extreme heat require shielding.,苛性粉尘、遇水放热、蒸气和极端高温需要防护。
OMNI_PT_CARA,Carbonic acid: electrified CATA + CO2 + WATR from 285 to 325 K -> two CARA; CARA at 330 K or above -> WATR + CO2.,碳酸：285 至 325 K 的通电催化剂 + 二氧化碳 + 水 -> 两份碳酸；碳酸在 330 K 及以上 -> 水 + 二氧化碳。,Place directly or hydrate carbon dioxide beside an electrified catalyst.,可直接放置，或在通电催化剂旁使二氧化碳水合。,Weak-acid neutralisation carbonate cycling and dissolved-gas experiments.,弱酸中和、碳酸盐循环和溶解气体实验。,Acid contact and released carbon dioxide require ventilation.,酸接触和释放的二氧化碳需要通风。
OMNI_PT_H2SG,Hydrogen sulfide: electrified CATA + S + H2 from 450 to 800 K -> two H2SG; H2SG + hot O2 -> SODI + WATR.,硫化氢：450 至 800 K 的通电催化剂 + 硫 + 氢 -> 两份硫化氢；硫化氢 + 高温氧气 -> 二氧化硫 + 水。,Place directly or use the bounded electrified catalytic sulfur-hydrogen path.,可直接放置，或使用有界通电催化硫氢路径。,Reducing atmosphere sulfur cycle gas transport and oxidation experiments.,还原气氛、硫循环、气体输运和氧化实验。,Highly toxic gas and hot oxidation products require sealed ventilation.,剧毒气体和高温氧化产物需要密闭通风。
OMNI_PT_AMWA,Ammonia water: AMON + WATR from 275 to 315 K -> two AMWA; AMWA at 371 K or above -> AMON + WTRV.,氨水：275 至 315 K 的氨 + 水 -> 两份氨水；氨水在 371 K 及以上 -> 氨 + 水蒸气。,Place directly or dissolve cool ammonia in water.,可直接放置，或把低温氨溶入水中。,Volatile-base neutralisation ammonium salt formation and release experiments.,挥发性碱中和、铵盐形成和释放实验。,Toxic ammonia caustic liquid and hot vapour require ventilation.,有毒氨、苛性液体和高温蒸气需要通风。
OMNI_PT_BAOH,Barium hydroxide: PERO + BA from 285 to 600 K -> BAOH + WATR; BAOH + inorganic acid -> salt + WATR.,氢氧化钡：285 至 600 K 的过氧化氢 + 钡 -> 氢氧化钡 + 水；氢氧化钡 + 无机酸 -> 盐 + 水。,Place directly or oxidise barium with bounded peroxide chemistry.,可直接放置，或通过有界过氧化氢化学氧化钡。,Heavy hydroxide strong-base neutralisation and salt experiments.,重质氢氧化物、强碱中和和盐类实验。,Toxic caustic dust and neutralisation heat require containment.,有毒苛性粉尘和中和热需要密闭控制。
OMNI_PT_KCL,Potassium chloride: HCLA + KOH -> WATR + KCL; KCL + WATR -> SLTW proxy.,氯化钾：盐酸 + 氢氧化钾 -> 水 + 氯化钾；氯化钾 + 水 -> 盐水代理。,Place directly or neutralise hydrochloric acid with potassium hydroxide.,可直接放置，或用氢氧化钾中和盐酸。,Chloride salt dissolution brine and thermal salt experiments.,氯化物盐、溶解、盐水和热盐实验。,Molten salt and residual corrosive reagents require separation.,熔融盐和残余腐蚀性试剂需要隔离。
OMNI_PT_CACL,Calcium chloride: HCLA + CAOH or CA -> CACL products; CACL + WATR -> warm SLTW proxy.,氯化钙：盐酸 + 氢氧化钙或钙 -> 氯化钙产物；氯化钙 + 水 -> 温热盐水代理。,Place directly or react hydrochloric acid with calcium compounds.,可直接放置，或使盐酸与钙化合物反应。,Exothermic dissolution drying proxy chloride processing and brine experiments.,放热溶解、干燥代理、氯化物处理和盐水实验。,Dissolution heat acid hydrogen and molten salt require shielding.,溶解热、酸、氢气和熔融盐需要防护。
OMNI_PT_FECL,Iron chloride: HCLA + IRON or FEOX -> FECL products; FECL + WATR -> FEOX + HCLA.,氯化铁：盐酸 + 铁或氧化铁 -> 氯化铁产物；氯化铁 + 水 -> 氧化铁 + 盐酸。,Place directly or use bounded hydrochloric corrosion and oxide reactions.,可直接放置，或使用有界盐酸腐蚀和氧化物反应。,Iron chloride hydrolysis acid cycling corrosion and oxide recovery.,氯化铁水解、酸循环、腐蚀和氧化物回收实验。,Corrosive salt regenerated acid and hot melt require containment.,腐蚀性盐、再生酸和高温熔体需要密闭控制。
OMNI_PT_NASF,Sodium sulfate: SULA + NAOH -> WATR + NASF.,硫酸钠：硫酸 + 氢氧化钠 -> 水 + 硫酸钠。,Place directly or neutralise sulfuric acid with sodium hydroxide.,可直接放置，或用氢氧化钠中和硫酸。,Stable sulfate endpoint salt processing and thermal material experiments.,稳定硫酸盐终点、盐处理和热材料实验。,Residual strong acid base and molten salt require separation.,残余强酸、强碱和熔融盐需要隔离。
OMNI_PT_AMNT,Ammonium nitrate: NITA + AMWA -> WATR + AMNT; AMNT at 520 K or above -> NODI + WTRV with bounded heat.,硝酸铵：硝酸 + 氨水 -> 水 + 硝酸铵；硝酸铵在 520 K 及以上 -> 二氧化氮 + 水蒸气并有限放热。,Place directly or neutralise nitric acid with ammonia water in the game model.,可直接放置，或在游戏模型中用氨水中和硝酸。,Oxidiser nitrogen-cycle fertilizer proxy and bounded thermal-decomposition experiments.,氧化剂、氮循环、肥料代理和有界热分解实验。,Strong heat produces toxic gas steam and extra heat; keep away from fuels.,强热会产生有毒气体、蒸气和额外热量；必须远离燃料。
OMNI_PT_NACO,Sodium carbonate: hot NAOH + CO2 -> NACO + WATR; hot NABC -> NACO + CO2; acid contact releases CO2.,碳酸钠：高温氢氧化钠 + 二氧化碳 -> 碳酸钠 + 水；高温碳酸氢钠 -> 碳酸钠 + 二氧化碳；遇酸释放二氧化碳。,Place directly or use warm carbonation or bicarbonate decomposition.,可直接放置，或使用温热碳酸化和碳酸氢盐分解路径。,Carbon capture alkaline salt acid gas release and glass-feedstock proxy experiments.,碳捕集、碱性盐、遇酸放气和玻璃原料代理实验。,Alkaline dust acid contact gas release and molten salt require ventilation.,碱性粉尘、酸接触、气体释放和熔融盐需要通风。
OMNI_PT_KPER,Potassium permanganate: KPER + H2SG -> MN + SULA; hot KPER + carbonaceous material -> MN + finite FIRE.,高锰酸钾：高锰酸钾 + 硫化氢 -> 锰 + 硫酸；高温高锰酸钾 + 含碳材料 -> 锰 + 有限火焰。,Place directly; no real manufacturing recipe or exact dangerous ratio is provided.,可直接放置；不提供现实制造配方或精确危险配比。,Bounded oxidation sulfide cleanup manganese recovery and pollution experiments.,有界氧化、硫化物清理、锰回收和污染实验。,Strong oxidiser fuels toxic gases fire and hot residues require separation.,强氧化剂、燃料、有毒气体、火焰和高温残留物需要隔离。
OMNI_PT_ALOX,Aluminium oxide: PERO + ALUM from 285 to 600 K -> ALOX + WATR; inorganic acid contact -> salt + WATR.,氧化铝：285 至 600 K 的过氧化氢 + 铝 -> 氧化铝 + 水；与无机酸接触 -> 盐 + 水。,Place directly or oxidise aluminium through the bounded peroxide path.,可直接放置，或通过有界过氧化氢路径氧化铝。,Refractory ceramic abrasive acid reaction and high-temperature barrier experiments.,耐火陶瓷、磨料、酸反应和高温屏障实验。,Fine dust acid peroxide and extreme melting heat require shielding.,细粉尘、酸、过氧化氢和极端熔化热需要防护。
OMNI_PT_MGOX,Magnesium oxide: PERO + MAGN from 285 to 600 K -> MGOX + WATR; inorganic acid contact -> salt + WATR.,氧化镁：285 至 600 K 的过氧化氢 + 镁 -> 氧化镁 + 水；与无机酸接触 -> 盐 + 水。,Place directly or oxidise magnesium through the bounded peroxide path.,可直接放置，或通过有界过氧化氢路径氧化镁。,Refractory lining basic oxide acid reaction and thermal barrier experiments.,耐火衬里、碱性氧化物、酸反应和热屏障实验。,Fine dust acid peroxide and extreme melting heat require shielding.,细粉尘、酸、过氧化氢和极端熔化热需要防护。
OMNI_PT_FEOX,Iron oxide: PERO + IRON -> FEOX + WATR; hot FEOX + COMO or H2 -> IRON + CO2 or WATR.,氧化铁：过氧化氢 + 铁 -> 氧化铁 + 水；高温氧化铁 + 一氧化碳或氢 -> 铁 + 二氧化碳或水。,Place directly or use peroxide oxidation or iron-chloride hydrolysis.,可直接放置，或使用过氧化氢氧化或氯化铁水解路径。,Ore reduction iron recovery corrosion cycling and pigment experiments.,矿石还原、铁回收、腐蚀循环和颜料实验。,Hot toxic reducing gas hydrogen acid and dust require ventilation.,高温有毒还原气体、氢、酸和粉尘需要通风。
OMNI_PT_CUOX,Copper oxide: PERO + COPR -> CUOX + WATR; hot CUOX + COMO or H2 -> COPR + CO2 or WATR; SULA + CUOX -> CUSF products.,氧化铜：过氧化氢 + 铜 -> 氧化铜 + 水；高温氧化铜 + 一氧化碳或氢 -> 铜 + 二氧化碳或水；硫酸 + 氧化铜 -> 硫酸铜产物。,Place directly or oxidise copper through the bounded peroxide path.,可直接放置，或通过有界过氧化氢路径氧化铜。,Copper recovery sulfate production pigment and reducing-atmosphere experiments.,铜回收、硫酸盐生产、颜料和还原气氛实验。,Toxic dust hot reducing gas acid and peroxide require containment.,有毒粉尘、高温还原气体、酸和过氧化氢需要密闭控制。
OMNI_PT_ZNOX,Zinc oxide: PERO + ZINC -> ZNOX + WATR; very hot ZNOX + COMO or H2 -> ZINC + CO2 or WATR.,氧化锌：过氧化氢 + 锌 -> 氧化锌 + 水；极高温氧化锌 + 一氧化碳或氢 -> 锌 + 二氧化碳或水。,Place directly or oxidise zinc through the bounded peroxide path.,可直接放置，或通过有界过氧化氢路径氧化锌。,Zinc recovery refractory oxide pigment and high-temperature reduction experiments.,锌回收、耐火氧化物、颜料和高温还原实验。,Toxic dust extreme heat reducing gas and molten zinc require shielding.,有毒粉尘、极端高温、还原气体和熔融锌需要防护。
OMNI_PT_SUTR,Sulfur trioxide: hot SODI + O2 -> two SUTR; SUTR + WATR from 285 to 500 K -> two SULA.,三氧化硫：高温二氧化硫 + 氧气 -> 两份三氧化硫；285 至 500 K 的三氧化硫 + 水 -> 两份硫酸。,Place directly or oxidise hot sulfur dioxide.,可直接放置，或氧化高温二氧化硫制得。,Sulfur oxide cycling sulfuric acid production and dense-gas transport.,硫氧化物循环、硫酸生产和高密度气体输运实验。,Toxic dense gas hydration heat and sulfuric acid require sealed ventilation.,有毒高密度气体、水合热和硫酸需要密闭通风。
OMNI_PT_NIMO,Nitric oxide: electrified N + O2 from 1000 to 1800 K -> two NIMO; NIMO + warm O2 -> two NODI.,一氧化氮：1000 至 1800 K 的通电催化剂 + 氮 + 氧气 -> 两份一氧化氮；一氧化氮 + 温热氧气 -> 两份二氧化氮。,Place directly or use the bounded electrified nitrogen-oxygen path.,可直接放置，或使用有界通电氮氧合成路径。,Nitrogen oxide cycling oxidation and toxic-gas transport experiments.,氮氧化物循环、氧化和有毒气体输运实验。,Toxic gas high temperature oxygen and nitrogen dioxide require containment.,有毒气体、高温、氧气和二氧化氮需要密闭控制。
OMNI_PT_TIOX,Titanium dioxide: PERO + TTAN from 285 to 600 K -> TIOX + WATR.,二氧化钛：285 至 600 K 的过氧化氢 + 钛 -> 二氧化钛 + 水。,Place directly or oxidise titanium through the bounded peroxide path.,可直接放置，或通过有界过氧化氢路径氧化钛制得。,Refractory pigment ceramic feedstock and reduction-resistance experiments.,耐火颜料、陶瓷原料和抗还原实验。,Fine dust peroxide and extreme melting heat require shielding.,细粉尘、过氧化氢和极端熔化热需要防护。
OMNI_PT_UROX,Uranium oxide: PERO + URAN from 285 to 600 K -> UROX + WATR; UROX above 1200 K + COMO or H2 -> URAN + CO2 or WATR.,二氧化铀：285 至 600 K 的过氧化氢 + 铀 -> 二氧化铀 + 水；1200 K 以上的二氧化铀 + 一氧化碳或氢 -> 铀 + 二氧化碳或水。,Place directly or oxidise official uranium through the bounded peroxide path.,可直接放置，或通过有界过氧化氢路径氧化官方铀制得。,Radioactive fuel-ceramic proxy oxidation and high-temperature recovery.,放射性燃料陶瓷代理、氧化和高温回收实验。,Radioactive toxic dust peroxide reducing gas and extreme heat require shielding.,放射性有毒粉尘、过氧化氢、还原气体和极端高温需要屏蔽。
OMNI_PT_CAPH,Calcium phosphate: PHOA + CAOH -> CAPH + WATR; CAPH beside wet PLNT -> FERT.,磷酸钙：磷酸 + 氢氧化钙 -> 磷酸钙 + 水；磷酸钙在湿润植物旁 -> 肥料。,Place directly or neutralise phosphoric acid with calcium hydroxide.,可直接放置，或用氢氧化钙中和磷酸制得。,Mineral phosphate fertilizer feedstock and wet-plant integration.,矿物磷酸盐、肥料原料和湿润植物联动实验。,Dust residual acid caustic base and hot melt require containment.,粉尘、残余酸、苛性碱和高温熔体需要密闭控制。
OMNI_PT_FESF,Iron sulfide: electrified IRON + S from 700 to 1300 K -> two FESF; HCLA + FESF -> H2SG + FECL.,硫化铁：700 至 1300 K 的通电催化剂 + 铁 + 硫 -> 两份硫化铁；盐酸 + 硫化铁 -> 硫化氢 + 氯化铁。,Place directly or use bounded electrified iron-sulfur synthesis.,可直接放置，或使用有界通电铁硫合成路径。,Sulfide ore acid processing sulfur cycle and iron chloride production.,硫化矿、酸处理、硫循环和氯化铁生产实验。,Toxic dust acid and released hydrogen sulfide require sealed ventilation.,有毒粉尘、酸和释放的硫化氢需要密闭通风。
OMNI_PT_NASD,Sodium sulfide: electrified NA + S from 550 to 900 K -> two NASD; HCLA + NASD -> H2SG + SALT.,硫化钠：550 至 900 K 的通电催化剂 + 钠 + 硫 -> 两份硫化钠；盐酸 + 硫化钠 -> 硫化氢 + 盐。,Place directly or use bounded electrified sodium-sulfur synthesis.,可直接放置，或使用有界通电钠硫合成路径。,Reactive sulfide sulfur cycling and acid gas-release experiments.,活泼硫化物、硫循环和遇酸放气实验。,Reactive toxic powder acid and hydrogen sulfide require sealed handling.,活泼有毒粉末、酸和硫化氢需要密闭操作。
OMNI_PT_HYCN,Hydrogen cyanide: direct sandbox placement only; HYCN + PERO from 285 to 500 K -> CO2 + NIMO.,氰化氢：仅可在沙盒中直接放置；285 至 500 K 的氰化氢 + 过氧化氢 -> 二氧化碳 + 一氧化氮。,Place directly only with no manufacturing route or real handling instructions.,仅可直接放置，不提供制造路径或现实操作说明。,Toxic-gas containment pollution and bounded peroxide-cleanup experiments.,有毒气体密闭、污染和有界过氧化氢清理实验。,Extreme toxicity flammability peroxide and nitrogen oxides require isolation.,剧毒、可燃性、过氧化氢和氮氧化物需要隔离。
OMNI_PT_CACB,Calcium carbide: electrified CAOX + COAL from 1200 to 2000 K -> two CACB; CACB + WATR -> CAOH + ACTY.,碳化钙：1200 至 2000 K 的通电催化剂 + 氧化钙 + 煤 -> 两份碳化钙；碳化钙 + 水 -> 氢氧化钙 + 乙炔。,Place directly or use bounded game-scale catalytic lime-carbon conversion.,可直接放置，或使用有界游戏化催化石灰碳转化路径。,Acetylene production lime recovery and water-reactivity experiments.,乙炔生产、石灰回收和遇水反应实验。,Water releases hot flammable acetylene from reactive powder.,水会使活泼粉末释放高温可燃乙炔。
OMNI_PT_SICB,Silicon carbide: electrified SLCN + COAL from 1500 to 2500 K -> two SICB; hot SICB + O2 -> QRTZ + CO2.,碳化硅：1500 至 2500 K 的通电催化剂 + 硅 + 煤 -> 两份碳化硅；高温碳化硅 + 氧气 -> 石英 + 二氧化碳。,Place directly or use bounded very-high-temperature silicon-carbon synthesis.,可直接放置，或使用有界极高温硅碳合成路径。,Hard refractory ceramic heat spreading abrasion and oxidation.,坚硬耐火陶瓷、导热、磨料和氧化实验。,Extreme heat hot oxygen and carbon dioxide require refractory containment.,极端高温、热氧气和二氧化碳需要耐火密闭控制。
OMNI_PT_BORN,Boron nitride: electrified B + N from 1200 to 2200 K -> two BORN.,氮化硼：1200 至 2200 K 的通电催化剂 + 硼 + 氮 -> 两份氮化硼。,Place directly or use bounded high-temperature boron-nitrogen synthesis.,可直接放置，或使用有界高温硼氮合成路径。,Insulating refractory ceramic and neutron-absorption experiments.,绝缘耐火陶瓷和中子吸收实验。,Extreme synthesis heat and absorbed radiation require shielding.,极端合成热和吸收的辐射需要屏蔽。
OMNI_PT_SINT,Silicon nitride: electrified SLCN + N from 1400 to 2300 K -> two SINT.,氮化硅：1400 至 2300 K 的通电催化剂 + 硅 + 氮 -> 两份氮化硅。,Place directly or use bounded high-temperature silicon-nitrogen synthesis.,可直接放置，或使用有界高温硅氮合成路径。,Strong insulating ceramic and thermal-property comparison experiments.,高强绝缘陶瓷和热性能对比实验。,Extreme synthesis and melting heat require refractory containment.,极端合成和熔化热需要耐火密闭控制。
OMNI_PT_NAHY,Sodium hydride: electrified NA + H2 from 350 to 600 K at pressure 2 or above -> two NAHY; NAHY + WATR -> NAOH + H2.,氢化钠：350 至 600 K 且压力不低于 2 的通电催化剂 + 钠 + 氢 -> 两份氢化钠；氢化钠 + 水 -> 氢氧化钠 + 氢气。,Place directly or use bounded electrified pressurised sodium-hydrogen synthesis.,可直接放置，或使用有界通电加压钠氢合成路径。,Hydrogen storage caustic production and strong water-reactivity experiments.,储氢、苛性物质生产和强遇水反应实验。,Water creates hot caustic material and flammable hydrogen.,水会产生高温苛性物质和可燃氢气。
OMNI_PT_CAHY,Calcium hydride: electrified CA + H2 from 500 to 800 K at pressure 2 or above -> two CAHY; CAHY + WATR -> CAOH + H2.,氢化钙：500 至 800 K 且压力不低于 2 的通电催化剂 + 钙 + 氢 -> 两份氢化钙；氢化钙 + 水 -> 氢氧化钙 + 氢气。,Place directly or use bounded electrified pressurised calcium-hydrogen synthesis.,可直接放置，或使用有界通电加压钙氢合成路径。,Hydrogen storage lime production and controlled water-reactivity experiments.,储氢、石灰生产和受控遇水反应实验。,Water creates hot caustic material and flammable hydrogen.,水会产生高温苛性物质和可燃氢气。
